id,month,y,open,promo,schoolholiday,holiday_0,holiday_a,holiday_b,holiday_c,competitiondistance,competitionopensincemonth,competitionopensinceyear,promo2,promo2sinceweek,promo2sinceyear,promointerval,storetype_a,storetype_b,storetype_c,storetype_d,storeassort_a,storeassort_b,storeassort_c,t,t_orig,z0,orig_id
1160,-0.4145551,-0.42065352,0.15231946,-0.88714576,-0.5001228,0.6516616,-0.43328598,-0.30333868,-0.36163828,-0.16968788,-0.104096964,-0.005099475,0.9908324,0.32960826,-0.34142223,0.6934908,0.12252252,-0.12015044,0.036667865,-0.10568205,0.9458487,-0.08662529,-0.91047007,0.28699338,0.866081229,705,28615
1161,-0.66092587,-0.004379971,0.3026059,-0.82830834,-0.507831,0.6515601,-0.261856,-0.34899226,-0.39524424,0.28590947,-0.10800563,0.17604023,-1.1295516,0.009259799,0.16272375,-1.0018839,0.002660138,-0.12449586,0.15191595,-0.068339504,-0.17678943,-0.086180314,0.2219844,0.29189396,0.866081229,706,28616
1162,-0.7314246,-0.18053676,0.27150804,-0.89112926,-0.41403577,0.6806478,-0.23854093,-0.306976,-0.34842023,-0.015677406,-0.10184546,0.10927147,0.8848129,-0.026153825,0.012639805,0.7623412,-0.30294386,-0.10712754,0.08356974,0.32514694,-1.0824214,-0.09244923,1.1127719,0.2750382,0.866081229,707,28617
1163,-0.68016344,-0.09871717,0.26996002,-0.8212042,-0.49306855,0.6731802,-0.20632897,-0.34999886,-0.379907,0.004379558,-0.14729099,0.09413427,-1.059857,-0.07013031,0.23901556,-0.9396195,0.328306,-0.14172529,0.12940396,-0.39984468,0.6274245,-0.086760536,-0.58521515,0.27055168,0.866081229,708,28618
1164,-0.4016312,-0.4238335,0.14775047,-0.891001,-0.5009794,0.6463145,-0.43547317,-0.30137673,-0.36362296,-0.17801984,-0.10559519,-0.005811691,0.982444,0.3063483,-0.31268483,0.68327755,0.14596067,-0.118646316,0.032791,-0.12812081,0.95201015,-0.08673553,-0.91738385,0.28686416,0.866081229,709,28619
1165,-0.5098339,-0.39469528,0.18452841,-0.8562467,-0.49238405,0.6896035,-0.41192892,-0.31782404,-0.34315506,-0.10614158,-0.09091513,-0.000541449,1.0588558,0.51333565,-0.5671457,0.7755789,-0.062505856,-0.13169663,0.06649313,0.07008817,0.89785856,-0.08493926,-0.8587772,0.28795853,0.866081229,710,28620
1166,-0.54370767,-0.38548335,0.19516072,-0.8443384,-0.48898372,0.70173424,-0.40227672,-0.32391337,-0.33525193,-0.08106263,-0.08563164,0.001331389,1.0863078,0.58750683,-0.6575102,0.80980974,-0.13680823,-0.13673644,0.07807753,0.141511,0.8793572,-0.08355145,-0.83833385,0.28755,0.866081229,711,28621
1167,-0.59883785,-0.24894883,0.25761548,-0.9117961,-0.4300854,0.68538666,-0.31661114,-0.28434828,-0.34320843,-0.09653558,-0.08960335,0.12341356,0.94937617,-0.52394265,0.48399064,0.82544655,-0.042390127,-0.0957725,0.10248623,0.02865907,-1.1696631,-0.08187802,1.200339,0.2782388,0.866081229,712,28622
1168,-0.8525358,-0.1164303,0.2828596,-0.8710518,-0.40065762,0.6759171,-0.16642918,-0.3282272,-0.35585362,0.062150706,-0.11350821,0.09560138,0.8202191,0.4444675,-0.43221363,0.7004942,-0.5494195,-0.119278364,0.066384055,0.60492307,-1.0005089,-0.102994576,1.0299698,0.2719393,0.866081229,713,28623
1169,-0.67758167,-0.08736475,0.27373382,-0.8218448,-0.49468014,0.67061555,-0.21333377,-0.34957293,-0.38169473,0.03779279,-0.1425593,0.10383725,-1.0682538,-0.06062656,0.22983693,-0.94713706,0.28957528,-0.13958167,0.13214467,-0.36047974,0.53214705,-0.08696319,-0.48900464,0.27320617,0.866081229,714,28624
1170,-0.54259306,-0.3857666,0.19484824,-0.8447652,-0.48912284,0.7014038,-0.40267602,-0.32365766,-0.335561,-0.08201678,-0.085824355,0.001249909,1.0852588,0.58464116,-0.6540498,0.80843884,-0.13395698,-0.13651912,0.07764862,0.13871625,0.88003,-0.08363645,-0.8391231,0.28760797,0.866081229,715,28625
1171,-0.94748974,-0.22538514,0.3185846,-0.76303625,-0.43712208,0.772678,-0.20087163,-0.38717785,-0.33161765,0.16930686,-0.071744606,0.047517538,1.1247478,1.3254392,-1.4554859,0.9642486,-0.92217255,-0.18343107,0.12773918,0.9422812,0.13116327,-0.092432395,-0.0828915,0.27667126,0.866081229,716,28626
1172,-0.023752375,-0.465914,-0.000401914,-1.0245335,-0.50402796,0.47423527,-0.46618924,-0.23483768,-0.38680762,-0.41643927,-0.1592211,-0.019008517,0.36368504,-0.39069217,0.60006475,0.096240826,0.87956804,-0.08594584,-0.07695248,-0.83317137,1.1352035,-0.07755785,-1.1189712,0.2705165,0.866081229,730,28640
1173,-0.67579526,-0.079507425,0.2763461,-0.8222878,-0.495796,0.66884047,-0.21818186,-0.34927705,-0.38293195,0.060919214,-0.1392845,0.110553265,-1.0740658,-0.05404862,0.22348411,-0.95234007,0.2627696,-0.1380981,0.13404171,-0.3332347,0.466202,-0.08710283,-0.4224171,0.2750435,0.866081229,729,28639
1174,-0.65267307,0.04344012,0.321096,-0.83536446,-0.5184095,0.6368627,-0.28699267,-0.3474956,-0.40345553,0.43519247,-0.08733724,0.2194975,-1.1643934,0.05000306,0.12263254,-1.0324616,-0.1708173,-0.113954775,0.16284607,0.11027952,-0.5929633,-0.08598831,0.63901824,0.30361396,0.866081229,728,28638
1175,-0.45971027,-0.4088277,0.16786459,-0.87296987,-0.4967241,0.6699256,-0.42415687,-0.31019762,-0.35361063,-0.13997312,-0.09825577,-0.002807736,1.0218965,0.41435638,-0.44576645,0.7311035,0.037155908,-0.12553589,0.050566893,-0.024343586,0.92359084,-0.085991696,-0.8861122,0.28744844,0.866081229,727,28637
1176,-0.6823819,-0.115036026,0.26478833,-0.82002616,-0.489372,0.6760893,-0.19905426,-0.351182,-0.37720025,-0.037066232,-0.15288274,0.082054436,-1.0484806,-0.08248379,0.25027958,-0.93047494,0.37811008,-0.14459346,0.12563889,-0.44892022,0.7459119,-0.08585891,-0.7054022,0.2675395,0.866081229,726,28636
1177,-0.6538224,0.032191947,0.31546605,-0.8313401,-0.51378477,0.6431234,-0.28296039,-0.3490112,-0.40127635,0.3957675,-0.0927728,0.20802087,-1.1565838,0.0401418,0.13312657,-1.0260098,-0.12431632,-0.117895,0.16061531,0.06100496,-0.49088594,-0.08557956,0.5364526,0.3000499,0.866081229,725,28635
1178,-0.13701405,2.958245,3.181681,-0.08544799,-0.5229341,-0.0658357,0.3729706,-0.24102843,-0.062433198,-0.53430617,-0.11800699,-0.3451879,-0.55144817,0.22611974,0.24885766,-0.5405585,-0.8816848,7.708476,-0.29782978,-0.81520253,-1.0116686,8.661783,-0.49892154,0.31318903,0.866081229,732,28642
1179,-0.5491608,0.035653755,0.25584987,-0.91695297,-0.42832932,0.472739,-0.32335606,-0.1716074,-0.35317677,0.6729206,-0.04669659,0.2718101,-1.029385,0.10073606,0.040375963,-0.9241516,-0.5797416,-0.13102435,0.16285525,0.56857604,-1.0781575,-0.066396,1.1128608,0.27267963,0.866081229,724,28634
1180,-0.7906566,-0.14918424,0.2770597,-0.8813112,-0.40749285,0.67833394,-0.20327298,-0.31736913,-0.35205597,0.022386061,-0.107549176,0.10258573,0.8532222,0.20401458,-0.20492579,0.7320933,-0.42348877,-0.11306953,0.07516477,0.46197805,-1.0423616,-0.09760736,1.0722739,0.27352238,0.866081229,722,28632
1181,-0.68136007,-0.10552646,0.26775596,-0.8207588,-0.49177673,0.6745352,-0.20278563,-0.35038784,-0.37880245,-0.014112724,-0.14984447,0.08875394,-1.0549834,-0.0755231,0.24406706,-0.9355016,0.35015568,-0.1429616,0.12780105,-0.42168888,0.68022513,-0.08649555,-0.63866013,0.26914877,0.866081229,721,28631
1182,-0.7736354,-0.15819336,0.27546418,-0.88413286,-0.40937266,0.6789984,-0.21340825,-0.31438354,-0.35101044,0.011447953,-0.10591026,0.10450691,0.8623,0.13787107,-0.14240421,0.7407858,-0.3888481,-0.111361496,0.07758031,0.42265758,-1.053872,-0.09612496,1.0839123,0.27395794,0.866081229,720,28630
1183,-0.6908373,-0.20201959,0.26770398,-0.89785624,-0.41851994,0.68223304,-0.2627076,-0.2998542,-0.34592846,-0.04175986,-0.097936705,0.113853276,0.90645987,-0.18387063,0.1617214,0.7830667,-0.22034384,-0.103054695,0.0893297,0.23138717,-1.1098741,-0.088915125,1.1405216,0.27607656,0.866081229,719,28629
1184,-1.0248041,-0.08086415,0.32056162,-0.8112333,-0.40369305,0.70934707,-0.09451048,-0.37120786,-0.37099564,0.17804794,-0.112595126,0.069150805,0.8292566,1.2118096,-1.2097678,0.7004687,-0.92070305,-0.15481673,0.06295178,0.99745387,-0.5885596,-0.11185779,0.6192077,0.272903,0.866081229,718,28628
1185,-0.6816493,-0.108215466,0.26691654,-0.82055163,-0.4910966,0.6749746,-0.2017305,-0.35061303,-0.37834933,-0.020602597,-0.15070342,0.08685964,-1.0531449,-0.07749101,0.24582367,-0.9340804,0.35805908,-0.14342318,0.12718962,-0.42938825,0.69879746,-0.086315155,-0.6575318,0.26869372,0.866081229,717,28627
1186,-0.58770066,0.04252027,0.2834321,-0.89339757,-0.46660706,0.52382904,-0.3088627,-0.23135248,-0.37229317,0.6135632,-0.05779119,0.26091498,-1.0799055,0.08734534,0.06287679,-0.9638645,-0.46527198,-0.12040507,0.16347657,0.44110355,-0.96017337,-0.07438518,0.9996765,0.28630793,0.866081229,723,28633
1187,-0.65323347,0.045547828,0.323001,-0.8372587,-0.521047,0.63395244,-0.2864883,-0.3462588,-0.40417975,0.4457447,-0.086006984,0.2225914,-1.1653005,0.052392535,0.11974807,-1.0329951,-0.18379606,-0.11244487,0.16313688,0.124837,-0.6160507,-0.08644058,0.6622426,0.30473614,0.866081229,765,28675
1188,-0.6556706,0.022673981,0.31211954,-0.83054996,-0.51223516,0.64531904,-0.2774675,-0.3490061,-0.3997064,0.3671764,-0.09673713,0.19969791,-1.1495495,0.032104917,0.140829,-1.0197315,-0.09127045,-0.11961245,0.15835164,0.027342582,-0.40914145,-0.08573601,0.4546109,0.29792738,0.866081229,798,28708
1189,-0.6554733,0.023691254,0.31247696,-0.8306353,-0.51240075,0.6450845,-0.27805483,-0.34900644,-0.39987427,0.37023252,-0.09631343,0.20058721,-1.1503004,0.03296385,0.14000578,-1.0204022,-0.09480268,-0.11942958,0.15859325,0.03094002,-0.41787824,-0.08571935,0.46335968,0.29815423,0.866081229,767,28677
1190,-0.310039,-0.44637245,0.1153681,-0.9183271,-0.5070559,0.6084152,-0.45097664,-0.28747728,-0.3776849,-0.23707111,-0.116212785,-0.010859728,0.9229956,0.14150311,-0.109020926,0.6108993,0.31206927,-0.10798704,0.005314451,-0.28714696,0.9956772,-0.087519005,-0.96637255,0.2859472,0.866081229,804,28714
1191,-0.6404445,-0.36091504,0.22232515,-0.80720234,-0.4768887,0.73035455,-0.3675197,-0.34606817,-0.30835795,0.0018103,-0.06892297,0.00838542,1.1773459,0.83650017,-0.9581525,0.9288512,-0.3844805,-0.1555479,0.11528555,0.3842803,0.820821,-0.07606487,-0.76985615,0.2825699,0.866081229,805,28715
1192,-0.6756757,-0.07897927,0.27652162,-0.8223183,-0.4958708,0.668721,-0.21850775,-0.34925798,-0.38301563,0.062472988,-0.13906457,0.11100465,-1.0744565,-0.053606592,0.22305717,-0.9526897,0.26096764,-0.13799845,0.1341693,-0.3314033,0.46176997,-0.087112635,-0.41794077,0.27516684,0.866081229,806,28716
1193,-0.48589095,-0.4014458,0.17656851,-0.8642366,-0.49445727,0.680204,-0.41776976,-0.3141804,-0.3481496,-0.12230195,-0.09442149,-0.001624107,1.0412023,0.46605572,-0.5091657,0.7543339,-0.01489945,-0.12875323,0.058885198,0.024979973,0.91014963,-0.08544193,-0.87183297,0.2877149,0.866081229,807,28717
1194,-0.6816271,-0.10801293,0.26698017,-0.82056665,-0.49114814,0.674942,-0.20181023,-0.35059682,-0.37838387,-0.0201136,-0.15063877,0.08700198,-1.0532837,-0.07734313,0.24569155,-0.9341872,0.357465,-0.14338838,0.12723579,-0.42880884,0.69740003,-0.08632906,-0.65611154,0.268728,0.866081229,808,28718
1195,-0.5942441,0.04368587,0.28811574,-0.8893975,-0.473106,0.5325034,-0.30640185,-0.24149635,-0.37553895,0.6034848,-0.059674844,0.2590651,-1.0884826,0.08507197,0.06669729,-0.97060674,-0.44583657,-0.11860203,0.16358183,0.4194605,-0.94013935,-0.07574153,0.98045725,0.2886217,0.866081229,809,28719
1196,-0.68204254,-0.111876115,0.2657743,-0.82027006,-0.49017122,0.6755727,-0.2002943,-0.35091904,-0.37773278,-0.029438538,-0.15187322,0.08428067,-1.0506414,-0.0801708,0.24821502,-0.9321453,0.3688207,-0.14405166,0.12635736,-0.43987164,0.72408384,-0.08607049,-0.68322486,0.26807398,0.866081229,810,28720
1197,-0.67708856,-0.08519663,0.2744548,-0.8219671,-0.4949881,0.67012566,-0.21467184,-0.3494908,-0.38203585,0.044174124,-0.14165594,0.10569036,-1.0698575,-0.058811657,0.22808403,-0.94857246,0.28217867,-0.13917254,0.13266818,-0.35296187,0.5139494,-0.0870015,-0.47063214,0.27371332,0.866081229,811,28721
1198,-0.68115467,-0.10361104,0.26835346,-0.82090676,-0.49226132,0.67422265,-0.20353691,-0.35022834,-0.3791254,-0.009488953,-0.14923252,0.09010339,-1.0562935,-0.07412114,0.2428157,-0.9365136,0.3445252,-0.14263283,0.12823664,-0.41620353,0.6669943,-0.086623654,-0.6252166,0.2694728,0.866081229,812,28722
1199,-0.5684387,0.039088443,0.26964656,-0.90516996,-0.44747677,0.49829453,-0.3161066,-0.2014927,-0.3627393,0.6432291,-0.052246228,0.2663604,-1.0546565,0.09403788,0.051631093,-0.9440163,-0.5224823,-0.12571202,0.16316603,0.50481206,-1.0191399,-0.07039222,1.056245,0.2794966,0.866081229,813,28723
1200,1.3034227,-0.35446936,-0.004097432,-1.1739099,-0.28010044,0.033740122,0.26103482,-0.38522545,-0.3272668,-0.2926007,0.013796227,-0.042307436,0.81490153,0.19156249,-0.17199907,0.739089,-0.9349198,-0.15147732,0.10328183,0.9464798,-0.9710573,-0.10104652,0.97242945,0.295977,0.866081229,814,28724
1201,-0.6523687,0.04229428,0.32006025,-0.8343351,-0.51697576,0.63844496,-0.28726777,-0.34816912,-0.40306216,0.4294542,-0.08806093,0.21781522,-1.1638995,0.048703454,0.12420109,-1.0321711,-0.1637617,-0.11477577,0.16268773,0.10236462,-0.5804097,-0.08574267,0.62639076,0.30300376,0.866081229,815,28725
1202,-0.67819697,-0.09007053,0.27283448,-0.82169294,-0.49429598,0.67122644,-0.2116643,-0.34967306,-0.38126826,0.02982931,-0.14368702,0.10152495,-1.0662525,-0.062891655,0.23202462,-0.94534475,0.2988057,-0.14009272,0.13149159,-0.36986187,0.5548525,-0.08691451,-0.5119358,0.27257377,0.866081229,816,28726
1203,-0.5749823,-0.37753895,0.20394132,-0.83234763,-0.48507485,0.7110095,-0.39107904,-0.33107784,-0.32657486,-0.054263365,-0.080222085,0.00362277,1.1157244,0.6679802,-0.75467163,0.84828746,-0.21685798,-0.14283256,0.09012703,0.21997926,0.86045057,-0.08115645,-0.8162164,0.28593338,0.866081229,817,28727
1204,-0.6576305,0.01258673,0.3085721,-0.82971454,-0.5105933,0.64764607,-0.2716462,-0.3490006,-0.39804262,0.33687592,-0.10093875,0.1908772,-1.1420932,0.02358649,0.14899275,-1.0130771,-0.05624831,-0.12143313,0.15595214,-0.008333122,-0.3225089,-0.085901484,0.36787447,0.29567757,0.866081229,818,28728
1205,-0.7297546,-0.1814201,0.27135104,-0.89140606,-0.41422066,0.6807125,-0.23953535,-0.30668345,-0.34831715,-0.016751004,-0.101684496,0.109460235,0.8857041,-0.032641612,0.018772766,0.76319355,-0.29954627,-0.10695969,0.08380649,0.32129028,-1.0835518,-0.092304036,1.1139122,0.27508056,0.866081229,819,28729
1206,-0.6809061,-0.101984814,0.26887363,-0.8210186,-0.49260482,0.673919,-0.20431279,-0.35012105,-0.37939307,-0.005238784,-0.14865313,0.0913412,-1.0574396,-0.072866045,0.24165815,-0.9374555,0.33945498,-0.14234327,0.12861507,-0.41117653,0.6548492,-0.08670211,-0.6129103,0.2697877,0.866081229,820,28730
1207,-0.68103427,-0.102549,0.2686862,-0.8209878,-0.49252436,0.6740461,-0.20396523,-0.35014287,-0.3793038,-0.006897701,-0.14888804,0.09085971,-1.0570232,-0.0733382,0.24211378,-0.93708295,0.3413786,-0.14244948,0.1284789,-0.41313037,0.6595805,-0.08669253,-0.617687,0.26965573,0.866081229,833,28743
1208,-0.69777066,-0.19835033,0.2683536,-0.8967078,-0.4177539,0.6819611,-0.25857866,-0.30107012,-0.34635407,-0.03730459,-0.098604515,0.11307019,0.9027625,-0.15692861,0.13625465,0.7795276,-0.23445429,-0.1037504,0.08834527,0.24740401,-1.1051835,-0.08951877,1.1357821,0.27589887,0.866081229,699,28609
1209,-0.83089167,-0.12788726,0.28083053,-0.8746395,-0.4030474,0.6767629,-0.17931674,-0.3244299,-0.35452518,0.048241366,-0.111423984,0.098044336,0.83176285,0.3603612,-0.35271218,0.7115466,-0.50537074,-0.117105834,0.0694556,0.55492324,-1.0151471,-0.101110265,1.044767,0.27249312,0.866081229,832,28742
1210,-0.6451702,-0.3597174,0.2236534,-0.8053763,-0.47629628,0.73173463,-0.36579022,-0.34714833,-0.3070293,0.005851137,-0.06811321,0.008721232,1.1818066,0.84868425,-0.97286683,0.9346717,-0.39659527,-0.15645473,0.11708615,0.39615324,0.81794673,-0.075677976,-0.7664953,0.2823323,0.866081229,831,28741
1211,-0.681924,-0.11077307,0.26611915,-0.82035375,-0.49044982,0.67539257,-0.20072703,-0.35082617,-0.37791878,-0.026775373,-0.15152071,0.08505815,-1.0513965,-0.07936316,0.2474945,-0.932729,0.36557707,-0.14386187,0.12660815,-0.43671194,0.7164621,-0.086144,-0.6754806,0.268261,0.866081229,830,28740
1212,-0.7331996,-0.17959644,0.27167425,-0.89083457,-0.41384003,0.6805778,-0.23748411,-0.30728856,-0.3485292,-0.014537049,-0.10201605,0.10907161,0.8838673,-0.019257389,0.006121143,0.7614352,-0.30655578,-0.10730546,0.08331785,0.3292471,-1.0812203,-0.09260385,1.1115581,0.2749926,0.866081229,829,28739
1213,-0.5027219,-0.27565873,0.22759476,-0.92086434,-0.4714503,0.66654736,-0.35376337,-0.28325525,-0.3526715,-0.10751434,-0.0874743,0.12348336,0.94079405,-0.6550092,0.61158293,0.826106,0.023605328,-0.099490814,0.11244974,-0.052695014,-1.1930596,-0.08299886,1.2207466,0.27537823,0.866081229,803,28713
1214,-0.6761295,-0.08097468,0.27585813,-0.8222058,-0.49558756,0.66917175,-0.21727656,-0.34933153,-0.38270062,0.056599904,-0.13989623,0.10929918,-1.072981,-0.05527737,0.2246707,-0.95136875,0.26777545,-0.13837479,0.13368745,-0.33832315,0.4785178,-0.087076694,-0.4348531,0.27470034,0.866081229,828,28738
1215,-0.6616501,-0.008102311,0.3012972,-0.8279983,-0.50722444,0.6524186,-0.25970772,-0.34899047,-0.39463037,0.2747274,-0.109556034,0.17278534,-1.1268004,0.006115922,0.16573654,-0.999428,0.015585807,-0.12516795,0.15103053,-0.081505574,-0.14481744,-0.086241275,0.1899757,0.29106373,0.866081229,826,28736
1216,-0.6550873,0.02567591,0.31317496,-0.83079946,-0.5127237,0.6446267,-0.2792008,-0.34900728,-0.40020162,0.37619472,-0.095486686,0.2023232,-1.1517678,0.034639724,0.13839985,-1.0217112,-0.10169363,-0.119071,0.15906559,0.037959896,-0.434926,-0.08568677,0.48042575,0.29859665,0.866081229,825,28735
1217,-0.273685,-0.45531833,0.10251576,-0.9291744,-0.5094676,0.5933723,-0.45712993,-0.2819616,-0.38326648,-0.2605092,-0.12042698,-0.01286298,0.899399,0.07607419,-0.02818456,0.5821717,0.3779995,-0.10375547,-0.005591113,-0.3502653,1.0130093,-0.087829664,-0.9858188,0.28558326,0.866081229,824,28734
1218,-0.6748252,-0.07523878,0.27776483,-0.82252884,-0.4964021,0.6678757,-0.22081538,-0.34911683,-0.38360405,0.07348184,-0.13750575,0.11420131,-1.0772231,-0.05047553,0.22003308,-0.95516676,0.2482078,-0.13729118,0.13507234,-0.3184336,0.43037888,-0.087179065,-0.38624287,0.27604157,0.866081229,823,28733
1219,-0.6525884,0.0385399,0.31769863,-0.8318665,-0.5148183,0.64165926,-0.28662297,-0.34901527,-0.4023239,0.4148364,-0.090128794,0.21357203,-1.1612763,0.045502342,0.12798917,-1.030198,-0.14635642,-0.1167488,0.16212536,0.0834566,-0.5454062,-0.08547585,0.5910385,0.30146563,0.866081229,822,28732
1220,-0.9715481,-0.206495,0.32824394,-0.7693758,-0.43795618,0.76948476,-0.1790245,-0.38689724,-0.3521999,0.17015235,-0.07842435,0.05177921,1.0794065,1.3209903,-1.4306631,0.9256912,-0.9273914,-0.18124662,0.11601267,0.9553099,0.020577576,-0.09547104,0.023657879,0.27732274,0.866081229,821,28731
1221,-0.6015144,0.04498379,0.29330862,-0.88494015,-0.48032913,0.54213125,-0.30365863,-0.25276104,-0.3791502,0.5922864,-0.061771527,0.25700915,-1.0980132,0.08256929,0.07093116,-0.97810787,-0.42425257,-0.11660134,0.16369618,0.39542398,-0.9178957,-0.07725343,0.95911485,0.29118916,0.866081229,827,28737
1222,-0.65242225,0.039154157,0.31793222,-0.8320466,-0.5148593,0.64144415,-0.28694555,-0.34904638,-0.4023723,0.4166705,-0.08984305,0.21409804,-1.1618013,0.04595179,0.12750408,-1.0306336,-0.1484586,-0.116565935,0.16224353,0.085614406,-0.55039275,-0.08544561,0.5960762,0.3016368,0.866081229,766,28676
1223,-0.29581937,-0.44987154,0.11034113,-0.9225702,-0.5079994,0.6025312,-0.45338312,-0.28531852,-0.3798685,-0.24623848,-0.11786118,-0.01164335,0.9137654,0.11591143,-0.0774026,0.59966284,0.33785722,-0.10633176,0.001049381,-0.31183627,1.0024561,-0.08764024,-0.97397953,0.28580475,0.866081229,802,28712
1224,-0.6610653,-0.005094482,0.30235413,-0.8282491,-0.5077145,0.65172476,-0.26144373,-0.34899178,-0.39512658,0.2837636,-0.108303115,0.17541575,-1.1290236,0.008656242,0.16330183,-1.0014127,0.005141002,-0.12462484,0.15174602,-0.070866145,-0.17065325,-0.08619149,0.21584107,0.29173455,0.866081229,800,28710
1225,-0.17061932,2.2992373,3.0271392,-0.09273168,-0.46231493,-0.058080297,0.3331671,-0.20234647,-0.110386714,-0.53183234,-0.11258106,-0.36101997,-0.467114,0.13466953,0.31518057,-0.430456,-0.86223555,7.698117,-0.28801546,-0.8446732,-1.0213915,9.4493065,-0.6262769,0.28743008,0.866081229,768,28678
1226,-0.6561009,0.02046095,0.3113406,-0.8303673,-0.5118748,0.6458289,-0.2761911,-0.34900394,-0.3993416,0.36053032,-0.09765883,0.1977629,-1.1479135,0.030236132,0.1426198,-1.0182711,-0.08358832,-0.12001168,0.15782507,0.019517327,-0.39013806,-0.08577244,0.4355857,0.29743373,0.866081229,769,28679
1227,-0.6813001,-0.10496707,0.26793063,-0.82080245,-0.49191836,0.6744443,-0.20300473,-0.35034242,-0.37889725,-0.012761993,-0.14966543,0.089148104,-1.0553656,-0.07511356,0.2437012,-0.93579686,0.34851047,-0.14286529,0.12792848,-0.42008594,0.67635965,-0.08653329,-0.6347329,0.2692432,0.866081229,770,28680
1228,-0.15968482,-0.4819103,0.061486453,-0.9646542,-0.5165738,0.54576117,-0.47575232,-0.264254,-0.39931983,-0.33304733,-0.13354146,-0.01883328,0.81851393,-0.12541567,0.22296809,0.48753867,0.5829344,-0.090613894,-0.039554674,-0.5459881,1.0665306,-0.088284835,-1.0456314,0.28389555,0.866081229,771,28681
1229,-0.68022794,-0.09900226,0.26986519,-0.82118857,-0.4930279,0.67324454,-0.20615314,-0.35000983,-0.37986255,0.003540772,-0.14740977,0.09389067,-1.0596461,-0.07036891,0.23924592,-0.93943,0.32927862,-0.14178,0.12933506,-0.40083286,0.62981576,-0.08675578,-0.58763057,0.27048516,0.866081229,772,28682
1230,-0.6580759,0.010290908,0.3077646,-0.8295238,-0.51021945,0.64817566,-0.27032217,-0.349,-0.397664,0.32997954,-0.10189505,0.188869,-1.1403962,0.021648206,0.15085073,-1.0115625,-0.048276696,-0.1218481,0.15540598,-0.016452467,-0.3027902,-0.0859396,0.34813425,0.2951659,0.866081229,773,28683
1231,-0.9775914,-0.050232545,0.294609,-0.8503318,-0.38682404,0.6710347,-0.09194343,-0.35016027,-0.36353713,0.14251529,-0.12555693,0.08148289,0.75352913,0.93045926,-0.89160836,0.6366212,-0.8039374,-0.13181071,0.0486419,0.8938448,-0.9159118,-0.11391626,0.944465,0.26875734,0.866081229,774,28684
1232,-0.33483574,-0.44027036,0.12413505,-0.91092896,-0.505411,0.6186753,-0.4467794,-0.29124084,-0.37387776,-0.22108431,-0.113338396,-0.009493053,0.93908876,0.18613122,-0.16415828,0.63049394,0.26709965,-0.1108725,0.012753289,-0.24409494,0.983856,-0.08730714,-0.95311004,0.28619516,0.866081229,775,28685
1233,-0.7409949,-0.1754706,0.27240494,-0.8895428,-0.41297856,0.68027383,-0.23284273,-0.30865517,-0.34900713,-0.009527637,-0.102766916,0.10819173,0.87970835,0.011034825,-0.02251251,0.7574536,-0.32242075,-0.10808652,0.08221207,0.34725514,-1.0759488,-0.09328242,1.106228,0.27479303,0.866081229,776,28686
1234,-0.286922,-0.45206052,0.107195884,-0.9252262,-0.50858986,0.5988492,-0.45489004,-0.2839693,-0.38123375,-0.25197488,-0.118892506,-0.012133777,0.9079917,0.09989939,-0.057619378,0.5926327,0.35399285,-0.10529696,-0.001619477,-0.32728258,1.0066983,-0.087716565,-0.9787376,0.2857158,0.866081229,777,28687
1235,-0.6769246,-0.084475115,0.27469462,-0.8220073,-0.4950907,0.6699621,-0.2151167,-0.34946314,-0.3821497,0.046298016,-0.14135514,0.10630721,-1.0703912,-0.058207564,0.22750069,-0.94905007,0.27971736,-0.13903545,0.13284259,-0.3504595,0.50789386,-0.08701414,-0.4645168,0.27388194,0.866081229,778,28688
1236,-0.6777431,-0.08807351,0.27349845,-0.82180417,-0.49457958,0.6707755,-0.21289663,-0.3495988,-0.38158298,0.03570764,-0.14285493,0.10323155,-1.0677297,-0.061219715,0.23040986,-0.94666785,0.29199266,-0.13971542,0.13197379,-0.36293665,0.5380938,-0.086950555,-0.49501118,0.2730407,0.866081229,779,28689
1237,-0.6812045,-0.10406934,0.26821026,-0.82087207,-0.4921455,0.6742976,-0.2033573,-0.35026756,-0.3790483,-0.010594739,-0.1493787,0.08978051,-1.0559801,-0.07445624,0.24311475,-0.9362718,0.34587094,-0.14271127,0.12813257,-0.41751477,0.6701595,-0.08659305,-0.62843245,0.26939532,0.866081229,780,28690
1238,-0.6844338,-0.2054093,0.26710358,-0.8989186,-0.419228,0.6824824,-0.26651898,-0.29873016,-0.34553516,-0.045873832,-0.097320035,0.11457598,0.909875,-0.20875128,0.18523948,0.7863378,-0.20731403,-0.10241287,0.09023807,0.21659717,-1.1142031,-0.08835794,1.1448995,0.27624023,0.866081229,781,28691
1239,-0.5789053,0.040953115,0.27713794,-0.89877284,-0.4578717,0.5121698,-0.3121702,-0.21771803,-0.3679304,0.6271095,-0.055259153,0.26340157,-1.0683756,0.09040146,0.05774194,-0.95480126,-0.4913955,-0.12282836,0.1633345,0.4701942,-0.9870986,-0.07256168,1.0255065,0.28319767,0.866081229,782,28692
